title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,production_budget,domestic_gross,worldwide_gross,vote_average,start_year,runtime_minutes,genres,averagerating,numvotes,profit,profit_margin,release_month,release_month_name,release_quarter
seven psychopaths,CBS,4400000.0,2012,en,10.967,2012-10-12,2109,13500000.0,15024049.0,33035736.0,6.8,2012,110.0,"Comedy,Crime",7.2,223493,19535736.0,1.4470915555555555,10,October,4
the cold light of day,LG/S,13100000.0,2012,en,8.974,2012-09-06,463,20000000.0,3763583.0,25361206.0,5.1,2012,93.0,"Action,Thriller",4.9,33039,5361206.0,0.2680603,9,September,3
the words,CBS,1700000.0,2012,en,7.201,2012-09-07,628,6000000.0,11494838.0,16369708.0,6.6,2012,102.0,"Drama,Mystery,Romance",7.1,70308,10369708.0,1.7282846666666667,9,September,3
silent house,ORF,347000.0,2012,en,7.079,2011-01-21,184,2000000.0,12739737.0,16610760.0,5.2,2011,86.0,"Drama,Horror,Mystery",5.3,20831,14610760.0,7.30538,1,January,1
bachelorette,RTWC,11500000.0,2012,en,7.05,2012-09-06,755,3000000.0,446770.0,12577401.0,5.4,2012,87.0,"Comedy,Romance",5.3,43131,9577401.0,3.192467,9,September,3
fun size,Par.,2000000.0,2012,en,7.072,2012-10-26,249,14000000.0,9409538.0,11166615.0,5.5,2012,86.0,"Adventure,Comedy",5.4,12926,-2833385.0,-0.20238464285714286,10,October,4
seeking a friend for the end of the world,Focus,2600000.0,2012,en,8.092,2012-06-22,1108,10000000.0,7078738.0,11766959.0,6.4,2012,101.0,"Adventure,Comedy,Drama",6.7,102047,1766959.0,0.1766959,6,June,2
the apparition,WB,4700000.0,2012,en,7.714,2012-08-24,221,17000000.0,4936819.0,10637281.0,4.3,2012,83.0,"Horror,Thriller",4.1,18112,-6362719.0,-0.3742775882352941,8,August,3
the apparition,WB,4700000.0,2012,en,7.714,2012-08-24,221,17000000.0,4936819.0,10637281.0,4.3,2018,144.0,Drama,6.4,873,-6362719.0,-0.3742775882352941,8,August,3
the sessions,FoxS,3100000.0,2012,en,6.46,2012-10-18,296,1000000.0,6002451.0,11495204.0,6.9,2012,95.0,"Biography,Comedy,Drama",7.2,39731,10495204.0,10.495204,10,October,4
on the road,IFC,8000000.0,2012,en,8.919,2012-12-21,518,25000000.0,720828.0,9313302.0,5.6,2012,124.0,"Adventure,Drama,Romance",6.1,37886,-15686698.0,-0.62746792,12,December,4
on the road,IFC,8000000.0,2012,en,8.919,2012-12-21,518,25000000.0,720828.0,9313302.0,5.6,2014,89.0,Drama,6.0,6,-15686698.0,-0.62746792,12,December,4
on the road,IFC,8000000.0,2012,en,8.919,2012-12-21,518,25000000.0,720828.0,9313302.0,5.6,2016,121.0,Drama,5.7,127,-15686698.0,-0.62746792,12,December,4
casa de mi padre,LGF,2100000.0,2012,en,7.691,2012-03-16,154,6000000.0,5909483.0,8446952.0,5.2,2012,84.0,"Comedy,Western",5.5,19170,2446952.0,0.4078253333333333,3,March,1
chasing mavericks,Fox,600.0,2012,en,6.546,2012-10-26,329,20000000.0,6002756.0,8300821.0,7.0,2012,116.0,"Biography,Drama,Sport",7.2,28994,-11699179.0,-0.58495895,10,October,4
albert nobbs,RAtt.,2600000.0,2012,en,6.277,2011-12-21,227,7500000.0,3014696.0,8539003.0,6.3,2011,113.0,"Drama,Romance",6.7,22213,1039003.0,0.13853373333333333,12,December,4
jeff who lives at home,ParV,148000.0,2012,en,8.821,2011-09-13,320,10000000.0,4269426.0,4708127.0,6.2,2011,83.0,"Comedy,Drama",6.5,60070,-5291873.0,-0.5291873,9,September,3
killer joe,LD,1700000.0,2012,en,13.742,2012-07-27,703,10000000.0,1291645.0,4659110.0,6.5,2011,102.0,"Crime,Drama,Thriller",6.7,67842,-5340890.0,-0.534089,7,July,3
the paperboy,MNE,661000.0,2012,en,8.143,2012-10-05,409,12500000.0,677200.0,4027663.0,5.5,2012,107.0,"Crime,Drama,Mystery",5.8,33940,-8472337.0,-0.67778696,10,October,4
a little bit of heaven,MNE,1300000.0,2012,en,7.87,2011-02-03,333,12500000.0,10011.0,1100287.0,6.3,2011,106.0,"Comedy,Drama,Fantasy",6.3,26441,-11399713.0,-0.91197704,2,February,1
coriolanus,Wein.,315000.0,2012,en,8.016,2012-01-19,215,10000000.0,749641.0,2179623.0,6.0,2011,123.0,"Drama,Thriller,War",6.1,29654,-7820377.0,-0.7820377,1,January,1
coriolanus,Wein.,315000.0,2012,en,8.016,2012-01-19,215,10000000.0,749641.0,2179623.0,6.0,2014,192.0,"Drama,History,War",8.7,1347,-7820377.0,-0.7820377,1,January,1
kill list,IFC,143000.0,2012,en,7.036,2012-01-04,332,800000.0,29063.0,462206.0,6.1,2011,95.0,"Crime,Drama,Horror",6.4,32807,-337794.0,-0.4222425,1,January,1
frozen,BV,875700000.0,2013,en,9.678,2010-02-05,987,150000000.0,400738009.0,1272469910.0,5.8,2010,93.0,"Adventure,Drama,Sport",6.2,62311,1122469910.0,7.483132733333333,2,February,1
frozen,BV,875700000.0,2013,en,9.678,2010-02-05,987,150000000.0,400738009.0,1272469910.0,5.8,2010,92.0,"Fantasy,Romance",5.4,75,1122469910.0,7.483132733333333,2,February,1
frozen,BV,875700000.0,2013,en,9.678,2010-02-05,987,150000000.0,400738009.0,1272469910.0,5.8,2013,102.0,"Adventure,Animation,Comedy",7.5,516998,1122469910.0,7.483132733333333,2,February,1
iron man 3,BV,805800000.0,2013,en,32.093,2013-05-03,14155,200000000.0,408992272.0,1215392272.0,6.9,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794,1015392272.0,5.07696136,5,May,2
despicable me 2,Uni.,602700000.0,2013,en,19.014,2013-07-03,7319,76000000.0,368065385.0,975216835.0,6.9,2013,98.0,"Adventure,Animation,Comedy",7.4,344230,899216835.0,11.831800460526315,7,July,3
the hobbit the desolation of smaug,WB (NL),700000000.0,2013,en,21.275,2013-12-13,7739,250000000.0,258366855.0,960366855.0,7.6,2013,161.0,"Adventure,Fantasy",7.8,565563,710366855.0,2.84146742,12,December,4
the hunger games catching fire,LGF,440300000.0,2013,en,20.187,2013-11-22,11170,130000000.0,424668047.0,864868047.0,7.4,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455,734868047.0,5.652831130769231,11,November,4
monsters university,BV,475700000.0,2013,en,20.33,2013-06-21,6362,200000000.0,268488329.0,743588329.0,7.0,2013,104.0,"Adventure,Animation,Comedy",7.3,291887,543588329.0,2.717941645,6,June,2
gravity,WB,449100000.0,2013,en,27.836,2013-10-04,9586,110000000.0,274092705.0,693698673.0,7.2,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,583698673.0,5.306351572727273,10,October,4
man of steel,WB,377000000.0,2013,en,27.667,2013-06-14,9758,225000000.0,291045518.0,667999518.0,6.5,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288,442999518.0,1.9688867466666666,6,June,2
thor the dark world,BV,438200000.0,2013,en,31.014,2013-11-08,10171,150000000.0,206362140.0,644602516.0,6.7,2013,112.0,"Action,Adventure,Fantasy",6.9,540996,494602516.0,3.297350106666667,11,November,4
the croods,Fox,400000000.0,2013,en,16.29,2013-03-22,3873,135000000.0,187168425.0,573068425.0,6.8,2013,98.0,"Action,Adventure,Animation",7.2,176699,438068425.0,3.2449512962962963,3,March,1
world war z,Par.,337600000.0,2013,en,14.582,2013-06-21,9132,190000000.0,202359711.0,531514650.0,6.7,2013,116.0,"Action,Adventure,Horror",7.0,553751,341514650.0,1.7974455263157896,6,June,2
oz the great and powerful,BV,258399999.0,2013,en,13.377,2013-03-08,4829,200000000.0,234770996.0,490359051.0,5.8,2013,130.0,"Adventure,Family,Fantasy",6.3,192045,290359051.0,1.451795255,3,March,1
star trek into darkness,Par.,238600000.0,2013,en,20.487,2013-05-16,6182,190000000.0,228778661.0,467381584.0,7.4,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535,277381584.0,1.4599030736842105,5,May,2
the wolverine,Fox,282300000.0,2013,en,4.323,2013-07-25,6176,115000000.0,132556852.0,416456852.0,6.3,2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286,301456852.0,2.6213639304347827,7,July,3
pacific rim,WB,309200000.0,2013,en,16.759,2013-07-12,7632,190000000.0,101802906.0,411002906.0,6.8,2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667,221002906.0,1.1631731894736843,7,July,3
the wolf of wall street,Par.,275100000.0,2013,en,29.518,2013-12-25,12411,100000000.0,116900694.0,389870414.0,7.9,2013,180.0,"Biography,Crime,Drama",8.2,1035358,289870414.0,2.89870414,12,December,4
gi joe retaliation,Par.,253200000.0,2013,en,15.065,2013-03-29,3883,140000000.0,122523060.0,375740705.0,5.5,2013,110.0,"Action,Adventure,Sci-Fi",5.8,165536,235740705.0,1.6838621785714285,3,March,1
now you see me,LG/S,234000000.0,2013,en,16.646,2013-05-31,9871,75000000.0,117723989.0,342769200.0,7.4,2013,115.0,"Crime,Mystery,Thriller",7.3,553156,267769200.0,3.570256,5,May,2
now you see me,LG/S,234000000.0,2013,en,16.646,2013-05-31,9871,75000000.0,117723989.0,342769200.0,7.4,2012,98.0,"Drama,Horror,Thriller",7.0,237,267769200.0,3.570256,5,May,2
the smurfs 2,Sony,276500000.0,2013,en,12.941,2013-07-31,1200,110000000.0,71017784.0,348547523.0,5.7,2013,105.0,"Adventure,Animation,Comedy",5.4,34229,238547523.0,2.1686138454545456,7,July,3
the conjuring,WB (NL),182100000.0,2013,en,18.886,2013-07-19,5912,20000000.0,137400141.0,318000141.0,7.5,2013,112.0,"Horror,Mystery,Thriller",7.5,397233,298000141.0,14.90000705,7,July,3
a good day to die hard,Fox,237300000.0,2013,en,15.858,2013-02-14,4437,92000000.0,67349198.0,304249198.0,5.2,2013,98.0,"Action,Thriller",5.3,188383,212249198.0,2.3070565,2,February,1
oblivion,Uni.,197100000.0,2013,en,18.534,2013-04-18,6850,120000000.0,89107235.0,287916633.0,6.5,2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966,167916633.0,1.399305275,4,April,2
oblivion,Uni.,197100000.0,2013,en,18.534,2013-04-18,6850,120000000.0,89107235.0,287916633.0,6.5,2011,116.0,Thriller,8.0,8,167916633.0,1.399305275,4,April,2
elysium,TriS,193100000.0,2013,en,17.663,2013-08-09,5406,120000000.0,93050117.0,286192091.0,6.4,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572,166192091.0,1.3849340916666666,8,August,3
turbo,Fox,199500000.0,2013,en,14.876,2013-07-19,1758,135000000.0,83028130.0,286896578.0,6.1,2013,96.0,"Adventure,Animation,Comedy",6.4,74639,151896578.0,1.125159837037037,7,July,3
cloudy with a chance of meatballs 2,Sony,154500000.0,2013,en,18.335,2013-09-27,1679,78000000.0,119793567.0,274392649.0,6.4,2013,95.0,"Adventure,Animation,Comedy",6.4,81010,196392649.0,2.517854474358974,9,September,3
were the millers,WB (NL),119600000.0,2013,en,14.746,2013-08-07,5231,37000000.0,150394119.0,267816276.0,6.8,2013,110.0,"Comedy,Crime",7.0,371759,230816276.0,6.23827772972973,8,August,3
epic,Fox,160900000.0,2013,en,13.995,2013-05-24,1670,100000000.0,107518682.0,262794441.0,6.4,2013,102.0,"Adventure,Animation,Family",6.7,95318,162794441.0,1.62794441,5,May,2
the lone ranger,BV,171200000.0,2013,en,12.482,2013-07-03,3789,275000000.0,89302115.0,260002115.0,6.0,2013,150.0,"Action,Adventure,Western",6.4,208827,-14997885.0,-0.05453776363636364,7,July,3
american hustle,Sony,101100000.0,2013,en,12.481,2013-12-12,4443,40000000.0,150117807.0,257878294.0,6.8,2013,138.0,"Crime,Drama",7.2,418221,217878294.0,5.44695735,12,December,4
grown ups 2,Sony,113300000.0,2013,en,11.289,2013-07-12,2090,80000000.0,133668525.0,247023808.0,5.9,2013,101.0,Comedy,5.4,128500,167023808.0,2.0877976,7,July,3
after earth,Sony,183300000.0,2013,en,14.415,2013-05-31,4154,130000000.0,60522097.0,251499665.0,5.1,2013,100.0,"Action,Adventure,Drama",4.8,181687,121499665.0,0.9346128076923077,5,May,2
the heat,Fox,70300000.0,2013,en,16.912,2013-06-28,2441,43000000.0,159581587.0,229727774.0,6.6,2013,117.0,"Action,Comedy,Crime",6.6,153501,186727774.0,4.342506372093023,6,June,2
captain phillips,Sony,111700000.0,2013,en,15.483,2013-10-11,3909,55000000.0,107136417.0,220648184.0,7.6,2013,134.0,"Biography,Drama,Thriller",7.8,387402,165648184.0,3.0117851636363637,10,October,4
white house down,Sony,132300000.0,2013,en,13.026,2013-06-28,2817,150000000.0,73103784.0,205440387.0,6.4,2013,131.0,"Action,Drama,Thriller",6.4,191791,55440387.0,0.36960258,6,June,2
percy jackson sea of monsters,Fox,131300000.0,2013,en,15.762,2013-08-07,3109,90000000.0,68559554.0,200859554.0,5.9,2013,106.0,"Adventure,Family,Fantasy",5.8,102313,110859554.0,1.2317728222222222,8,August,3
jack the giant slayer,WB (NL),132500000.0,2013,en,12.773,2013-03-01,3403,195000000.0,65187603.0,197687603.0,5.6,2013,114.0,"Adventure,Fantasy",6.3,123127,2687603.0,0.013782579487179487,3,March,1
the secret life of walter mitty,Fox,129900000.0,2013,en,10.743,2013-12-25,4859,91000000.0,58236838.0,187861183.0,7.1,2013,114.0,"Adventure,Comedy,Drama",7.3,275300,96861183.0,1.0644086043956045,12,December,4
12 years a slave,FoxS,131100000.0,2013,en,16.493,2013-10-30,6631,20000000.0,56671993.0,181025343.0,7.9,2013,134.0,"Biography,Drama,History",8.1,577301,161025343.0,8.05126715,10,October,4
identity thief,Uni.,39500000.0,2013,en,13.553,2013-02-09,2230,35000000.0,134506920.0,175361578.0,5.8,2013,111.0,"Adventure,Comedy,Crime",5.7,115624,140361578.0,4.0103308,2,February,1
anchorman 2 the legend continues,Par.,46300000.0,2013,en,12.08,2013-12-18,1408,50000000.0,127352707.0,172185754.0,6.1,2013,119.0,Comedy,6.3,156116,122185754.0,2.44371508,12,December,4
olympus has fallen,FD,71300000.0,2013,en,13.864,2013-03-22,4086,70000000.0,98927592.0,172878928.0,6.2,2013,119.0,"Action,Thriller",6.5,235443,102878928.0,1.4696989714285715,3,March,1
insidious chapter 2,FD,78300000.0,2013,en,14.283,2013-09-13,2279,5000000.0,83586447.0,161921515.0,6.6,2013,106.0,"Horror,Mystery,Thriller",6.6,141228,156921515.0,31.384303,9,September,3
lone survivor,Uni.,29700000.0,2013,en,15.404,2013-12-24,2289,40000000.0,125095601.0,149804632.0,7.4,2013,121.0,"Action,Biography,Drama",7.5,246641,109804632.0,2.7451158,12,December,4
47 ronin,Uni.,113400000.0,2013,en,25.049,2013-12-25,2080,175000000.0,38362475.0,151716815.0,6.0,2013,128.0,"Action,Adventure,Drama",6.3,135754,-23283185.0,-0.13304677142857144,12,December,4
red 2,LG/S,94800000.0,2013,en,14.994,2013-07-19,2368,84000000.0,53262560.0,141507355.0,6.5,2013,116.0,"Action,Comedy,Crime",6.6,148846,57507355.0,0.6846113690476191,7,July,3
mama,Uni.,74800000.0,2013,en,11.983,2013-01-18,2421,15000000.0,71628180.0,148095566.0,6.1,2010,50.0,Drama,4.5,6,133095566.0,8.873037733333334,1,January,1
mama,Uni.,74800000.0,2013,en,11.983,2013-01-18,2421,15000000.0,71628180.0,148095566.0,6.1,2010,71.0,Drama,6.8,24,133095566.0,8.873037733333334,1,January,1
mama,Uni.,74800000.0,2013,en,11.983,2013-01-18,2421,15000000.0,71628180.0,148095566.0,6.1,2013,100.0,"Horror,Thriller",6.2,158487,133095566.0,8.873037733333334,1,January,1
mama,Uni.,74800000.0,2013,en,11.983,2013-01-18,2421,15000000.0,71628180.0,148095566.0,6.1,2011,110.0,Drama,6.6,18,133095566.0,8.873037733333334,1,January,1
mama,Uni.,74800000.0,2013,en,11.983,2013-01-18,2421,15000000.0,71628180.0,148095566.0,6.1,2016,90.0,Drama,6.7,25,133095566.0,8.873037733333334,1,January,1
escape plan,LG/S,112200000.0,2013,en,17.88,2013-10-18,2799,70000000.0,25135965.0,103735965.0,6.7,2013,115.0,"Action,Crime,Mystery",6.7,211587,33735965.0,0.48194235714285716,10,October,4
last vegas,CBS,70500000.0,2013,en,6.533,2013-11-01,1211,28000000.0,63914167.0,112914167.0,6.4,2013,105.0,"Comedy,Drama",6.6,121409,84914167.0,3.0326488214285714,11,November,4
2 guns,Uni.,56300000.0,2013,en,14.8,2013-08-02,2368,61000000.0,75612460.0,132493015.0,6.5,2013,109.0,"Action,Comedy,Crime",6.7,182025,71493015.0,1.1720166393442624,8,August,3
this is the end,Sony,24600000.0,2013,en,10.635,2013-06-12,3789,32000000.0,101470202.0,126539117.0,6.2,2013,107.0,"Comedy,Fantasy",6.6,360556,94539117.0,2.95434740625,6,June,2
enders game,LG/S,63800000.0,2013,en,15.533,2013-11-01,3558,110000000.0,61737191.0,127983283.0,6.6,2013,114.0,"Action,Adventure,Fantasy",6.6,211722,17983283.0,0.16348439090909092,11,November,4
prisoners,WB,61100000.0,2013,en,14.358,2013-09-21,5785,46000000.0,61002302.0,113402302.0,8.0,2013,153.0,"Crime,Drama,Mystery",8.1,526273,67402302.0,1.4652674347826087,9,September,3
saving mr banks,BV,34600000.0,2013,en,9.585,2013-12-20,2050,35000000.0,83299761.0,114962525.0,7.4,2013,125.0,"Biography,Comedy,Drama",7.5,140678,79962525.0,2.2846435714285716,12,December,4
warm bodies,LG/S,50600000.0,2013,en,13.259,2013-02-01,4109,30000000.0,66380662.0,115121608.0,6.3,2013,98.0,"Comedy,Horror,Romance",6.9,208709,85121608.0,2.8373869333333332,2,February,1
free birds,Rela.,54600000.0,2013,en,11.062,2013-11-01,410,55000000.0,55750480.0,110387072.0,5.8,2013,91.0,"Adventure,Animation,Comedy",5.9,20934,55387072.0,1.0070376727272727,11,November,4
gangster squad,WB,59200000.0,2013,en,13.029,2013-01-11,2527,60000000.0,46000903.0,104100903.0,6.3,2013,113.0,"Action,Crime,Drama",6.7,195560,44100903.0,0.73501505,1,January,1
philomena,Wein.,62400000.0,2013,en,8.978,2013-11-27,945,12000000.0,37709979.0,98963392.0,7.4,2013,98.0,"Biography,Comedy,Drama",7.6,88704,86963392.0,7.246949333333333,11,November,4
riddick,Uni.,56300000.0,2013,en,17.434,2013-09-06,2852,38000000.0,42025135.0,94763758.0,6.2,2013,119.0,"Action,Adventure,Sci-Fi",6.4,144821,56763758.0,1.4937831052631578,9,September,3
safe haven,Rela.,26200000.0,2013,en,9.095,2013-02-14,1433,28000000.0,71399120.0,94050951.0,7.1,2013,115.0,"Drama,Romance,Thriller",6.7,97055,66050951.0,2.358962535714286,2,February,1
blue jasmine,SPC,64099999.0,2013,en,10.443,2013-07-26,1983,18000000.0,33404871.0,102912961.0,7.0,2013,98.0,Drama,7.3,179453,84912961.0,4.717386722222222,7,July,3
the mortal instruments city of bones,SGem,64200000.0,2013,en,16.484,2013-08-21,2915,60000000.0,31165421.0,75965567.0,6.3,2013,130.0,"Action,Fantasy,Horror",5.9,121936,15965567.0,0.26609278333333336,8,August,3
the internship,Fox,48800000.0,2013,en,0.6,2013-06-07,2631,58000000.0,44672764.0,93672764.0,6.2,2013,119.0,Comedy,6.3,179817,35672764.0,0.6150476551724138,6,June,2
the purge,Uni.,24900000.0,2013,en,24.364,2013-06-06,4797,3000000.0,64473115.0,91266581.0,6.2,2013,85.0,"Horror,Thriller",5.7,183549,88266581.0,29.422193666666665,6,June,2
dhoom 3,Yash,80000000.0,2013,hi,6.798,2013-12-20,136,24000000.0,8031955.0,11723620.0,5.9,2013,172.0,"Action,Thriller",5.4,40466,-12276380.0,-0.5115158333333333,12,December,4
about time,Uni.,71800000.0,2013,en,14.133,2013-11-08,3981,12000000.0,15323921.0,89309178.0,7.9,2013,123.0,"Comedy,Drama,Fantasy",7.8,263136,77309178.0,6.4424315,11,November,4
ripd,Uni.,44700000.0,2013,en,21.377,2013-07-19,2047,130000000.0,33618855.0,79076678.0,5.6,2013,96.0,"Action,Adventure,Comedy",5.6,109078,-50923322.0,-0.39171786153846155,7,July,3
the book thief,Fox,55100000.0,2013,en,9.034,2013-11-08,2788,19000000.0,21488481.0,76086711.0,7.5,2013,131.0,"Drama,War",7.6,119023,57086711.0,3.004563736842105,11,November,4
escape from planet earth,Wein.,17600000.0,2013,en,9.227,2013-02-14,459,40000000.0,57012977.0,74156610.0,5.8,2013,89.0,"Adventure,Animation,Comedy",5.9,23298,34156610.0,0.85391525,2,February,1
august osage county,Wein.,36500000.0,2013,en,9.586,2013-12-27,843,25000000.0,37738810.0,50738810.0,6.9,2013,121.0,"Comedy,Drama",7.2,79383,25738810.0,1.0295524,12,December,4
the best man holiday,Uni.,2300000.0,2013,en,8.581,2013-11-15,145,17000000.0,70525195.0,72835710.0,6.6,2013,123.0,"Comedy,Drama",6.7,13967,55835710.0,3.2844535294117647,11,November,4
the counselor,Fox,54000000.0,2013,en,10.55,2013-10-25,1072,25000000.0,16973715.0,71009334.0,5.1,2013,117.0,"Crime,Drama,Thriller",5.3,92096,46009334.0,1.84037336,10,October,4
the call,TriS,16700000.0,2013,en,11.315,2013-03-14,1779,12800000.0,51872378.0,69821476.0,6.7,2013,94.0,"Crime,Drama,Horror",6.7,103780,57021476.0,4.4548028125,3,March,1
the call,TriS,16700000.0,2013,en,11.315,2013-03-14,1779,12800000.0,51872378.0,69821476.0,6.7,2013,25.0,Documentary,7.9,12,57021476.0,4.4548028125,3,March,1
the call,TriS,16700000.0,2013,en,11.315,2013-03-14,1779,12800000.0,51872378.0,69821476.0,6.7,2014,109.0,Thriller,6.6,5,57021476.0,4.4548028125,3,March,1
one direction this is us,TriS,39700000.0,2013,en,9.005,2013-08-30,370,10000000.0,28873374.0,68541786.0,8.1,2013,92.0,"Documentary,Music",4.2,22977,58541786.0,5.8541786,8,August,3
runner runner,Fox,43400000.0,2013,en,10.442,2013-10-02,761,30000000.0,19316646.0,60512680.0,5.6,2013,88.0,"Crime,Thriller",5.6,58235,30512680.0,1.0170893333333333,10,October,4
kickass 2,Uni.,32000000.0,2013,en,14.793,2013-08-16,3785,28000000.0,28795985.0,63129909.0,6.4,2013,103.0,"Action,Comedy,Crime",6.6,238832,35129909.0,1.2546396071428572,8,August,3
a haunted house,ORF,20100000.0,2013,en,6.909,2013-01-11,871,2500000.0,40041683.0,59922558.0,5.5,2013,86.0,"Comedy,Fantasy",5.1,40308,57422558.0,22.9690232,1,January,1
quartet,Wein.,41100000.0,2013,en,8.32,2013-01-10,209,11000000.0,18388357.0,56178935.0,6.6,2012,94.0,"Comedy,Drama",6.8,17979,45178935.0,4.107175909090909,1,January,1
dallas buyers club,Focus,27900000.0,2013,en,12.389,2013-11-22,4961,5000000.0,27298285.0,60611845.0,7.9,2013,117.0,"Biography,Drama",8.0,402462,55611845.0,11.122369,11,November,4
delivery man,BV,19300000.0,2013,en,7.962,2013-11-22,858,22000000.0,30659817.0,70536870.0,6.2,2013,105.0,"Comedy,Drama",6.4,70706,48536870.0,2.2062213636363635,11,November,4
the last stand,LGF,36300000.0,2013,en,15.894,2013-01-12,1692,30000000.0,12050299.0,48330757.0,5.9,2013,107.0,"Action,Thriller",6.4,126623,18330757.0,0.6110252333333334,1,January,1
texas chainsaw 3d,LGF,12900000.0,2013,en,18.256,2013-01-04,780,20000000.0,34341945.0,47666013.0,5.3,2013,92.0,"Horror,Thriller",4.8,41784,27666013.0,1.38330065,1,January,1
the big wedding,LGF,24700000.0,2013,en,11.231,2013-04-25,678,32500000.0,21819348.0,48425971.0,5.8,2013,89.0,"Comedy,Drama,Romance",5.6,44221,15925971.0,0.4900298769230769,4,April,2
parker,FD,28600000.0,2013,en,14.95,2013-01-25,1868,35000000.0,17616641.0,48543388.0,5.8,2013,118.0,"Action,Crime,Thriller",6.2,105529,13543388.0,0.38695394285714285,1,January,1
